iter	Passed	Remaining
561	1972	1537
562	1975	1533
563	1977	1528
564	1980	1524
565	1983	1520
566	1985	1516
567	1988	1512
568	1991	1508
569	1993	1503
570	1996	1499
571	1998	1495
572	2001	1491
573	2004	1487
574	2006	1483
575	2009	1478
576	2011	1474
577	2014	1470
578	2017	1466
579	2020	1462
580	2022	1458
581	2025	1454
582	2027	1450
583	2030	1446
584	2032	1442
585	2035	1438
586	2037	1433
587	2040	1429
588	2043	1426
589	2046	1422
590	2050	1418
591	2052	1414
592	2055	1410
593	2057	1406
594	2060	1402
595	2062	1398
596	2065	1394
597	2067	1390
598	2070	1386
599	2073	1382
600	2076	1378
601	2078	1374
602	2081	1370
603	2084	1366
604	2086	1362
605	2089	1358
606	2093	1355
607	2096	1351
608	2099	1347
609	2102	1344
610	2105	1340
611	2109	1337
612	2113	1334
613	2116	1330
614	2118	1326
615	2121	1322
616	2124	1318
617	2127	1314
618	2130	1311
619	2132	1307
620	2135	1303
621	2138	1299
622	2141	1295
623	2144	1292
624	2147	1288
625	2150	1284
626	2152	1280
627	2155	1276
628	2157	1272
629	2160	1268
630	2163	1264
631	2165	1261
632	2168	1257
633	2171	1253
634	2175	1250
635	2177	1246
636	2180	1242
637	2183	1238
638	2185	1234
639	2189	1231
640	2191	1227
641	2194	1223
642	2197	1219
643	2200	1216
644	2202	1212
645	2205	1208
646	2208	1204
647	2210	1200
648	2213	1197
649	2216	1193
650	2219	1189
651	2222	1185
652	2224	1182
653	2227	1178
654	2230	1174
655	2233	1171
656	2237	1167
657	2239	1164
658	2242	1160
659	2245	1156
660	2248	1152
661	2250	1149
662	2253	1145
663	2255	1141
664	2258	1137
665	2261	1134
666	2265	1130
667	2268	1127
668	2270	1123
669	2273	1119
670	2276	1116
671	2285	1115
672	2289	1112
673	2292	1108
674	2299	1107
675	2304	1104
676	2306	1100
677	2309	1096
678	2317	1095
679	2319	1091
680	2322	1087
681	2325	1084
682	2332	1082
683	2335	1079
684	2338	1075
685	2341	1071
686	2348	1069
687	2351	1066
688	2353	1062
689	2357	1059
690	2363	1056
691	2366	1053
692	2368	1049
693	2371	1045
694	2375	1042
695	2380	1039
696	2383	1036
697	2385	1032
698	2388	1028
699	2394	1026
700	2397	1022
701	2400	1018
702	2402	1015
703	2406	1011
704	2409	1008
705	2412	1004
706	2415	1000
707	2417	997
708	2420	993
709	2426	991
710	2429	987
711	2432	983
712	2434	980
713	2438	976
714	2442	973
715	2445	969
716	2447	966
717	2451	962
718	2455	959
719	2458	956
720	2460	952
721	2463	948
722	2466	944
723	2469	941
724	2472	937
725	2475	934
726	2478	930
727	2482	927
728	2485	924
729	2489	920
730	2492	917
731	2495	913
732	2499	910
733	2504	907
734	2508	904
735	2511	900
736	2514	897
737	2519	894
738	2521	890
739	2525	887
740	2527	883
741	2531	880
742	2533	876
743	2536	872
744	2539	869
745	2541	865
746	2544	861
747	2547	858
748	2549	854
749	2552	850
750	2554	847
751	2557	843
752	2560	839
753	2563	836
754	2566	832
755	2568	829
756	2571	825
757	2574	821
758	2576	818
759	2580	814
760	2582	811
761	2585	807
762	2588	803
763	2590	800
764	2593	796
765	2596	793
766	2599	789
767	2602	786
768	2605	782
769	2608	779
770	2610	775
771	2613	771
772	2616	768
773	2619	764
774	2621	761
775	2624	757
776	2626	753
777	2629	750
778	2631	746
779	2634	743
780	2636	739
781	2640	735
782	2642	732
783	2645	728
784	2648	725
785	2650	721
786	2653	718
787	2655	714
788	2658	711
789	2661	707
790	2663	703
791	2666	700
792	2669	696
793	2673	693
794	2676	690
795	2679	686
796	2682	683
797	2686	679
798	2691	677
799	2693	673
800	2696	669
801	2700	666
802	2703	663
803	2706	659
804	2708	656
805	2711	652
806	2714	649
807	2717	645
808	2720	642
809	2723	638
810	2726	635
811	2729	631
812	2732	628
813	2735	625
814	2739	621
815	2742	618
816	2745	614
817	2748	611
818	2753	608
819	2756	605
820	2759	601
821	2762	598
822	2766	594
823	2769	591
824	2772	588
825	2774	584
826	2777	581
827	2781	577
828	2784	574
829	2787	570
830	2790	567
831	2793	564
832	2797	560
833	2800	557
834	2803	553
835	2806	550
836	2808	546
837	2811	543
838	2815	540
839	2818	536
840	2820	533
841	2823	529
842	2827	526
843	2830	523
844	2833	519
845	2835	516
846	2838	512
847	2841	509
848	2845	506
849	2847	502
850	2850	499
851	2853	495
852	2856	492
853	2861	489
854	2864	485
855	2867	482
856	2869	478
857	2872	475
858	2876	472
859	2879	468
860	2882	465
861	2886	462
862	2893	459
863	2895	455
864	2898	452
865	2901	448
866	2904	445
867	2909	442
868	2912	438
869	2914	435
870	2917	432
871	2920	428
872	2923	425
873	2926	421
874	2928	418
875	2931	414
876	2934	411
877	2937	408
878	2940	404
879	2942	401
880	2945	397
881	2947	394
882	2950	390
883	2953	387
884	2957	384
885	2959	380
886	2962	377
887	2964	373
888	2967	370
889	2969	367
890	2972	363
891	2975	360
892	2977	356
893	2980	353
894	2983	349
895	2986	346
896	2989	343
897	2991	339
898	2994	336
899	2997	333
900	2999	329
901	3002	326
902	3004	322
903	3007	319
904	3010	315
905	3013	312
906	3015	309
907	3018	305
908	3021	302
909	3023	299
910	3026	295
911	3028	292
912	3031	288
913	3034	285
914	3036	282
915	3039	278
916	3042	275
917	3044	271
918	3047	268
919	3050	265
920	3054	261
921	3057	258
922	3060	255
923	3063	251
924	3066	248
925	3069	245
926	3077	242
927	3080	238
928	3082	235
929	3085	232
930	3087	228
931	3090	225
932	3095	222
933	3098	218
934	3100	215
935	3103	212
936	3106	208
937	3109	205
938	3113	202
939	3116	198
940	3118	195
941	3121	192
942	3124	188
943	3127	185
944	3129	182
945	3132	178
946	3135	175
947	3138	172
948	3146	169
949	3148	165
950	3151	162
951	3156	159
952	3159	155
953	3161	152
954	3164	149
955	3167	145
956	3174	142
957	3178	139
958	3181	136
959	3184	132
960	3194	129
961	3197	126
962	3207	123
963	3210	119
964	3213	116
965	3216	113
966	3225	110
967	3228	106
968	3231	103
969	3237	100
970	3240	96
971	3243	93
972	3247	90
973	3254	86
974	3257	83
975	3261	80
976	3268	76
977	3271	73
978	3274	70
979	3278	66
980	3284	63
981	3286	60
982	3289	56
983	3298	53
984	3301	50
985	3304	46
986	3311	43
987	3315	40
988	3317	36
989	3320	33
990	3328	30
991	3330	26
992	3333	23
993	3335	20
994	3339	16
995	3346	13
996	3348	10
997	3351	6
998	3357	3
999	3360	0
