iter	Logloss
422	0.3295090739
423	0.3291989475
424	0.3290961372
425	0.3287830946
426	0.3285739814
427	0.3284422472
428	0.328239034
429	0.3280121189
430	0.3278264364
431	0.3276019287
432	0.3274831475
433	0.32724155
434	0.3270344374
435	0.3267421129
436	0.3266215346
437	0.3263801405
438	0.3258805339
439	0.3255592516
440	0.3253925239
441	0.325128106
442	0.3249253337
443	0.3245752631
444	0.3244683838
445	0.3241023424
446	0.3238722059
447	0.3237044271
448	0.3234108819
449	0.3231031969
450	0.3225805325
451	0.3224146186
452	0.3220540365
453	0.3217363146
454	0.3214335802
455	0.3212647163
456	0.321000434
457	0.3208543566
458	0.3207272678
459	0.3204726495
460	0.3201600817
461	0.3199310303
462	0.3196565077
463	0.3194881863
464	0.3192648315
465	0.3191652425
466	0.3189511108
467	0.3186990696
468	0.3183108521
469	0.3180226644
470	0.3178693305
471	0.3176245795
472	0.3174169922
473	0.3171333143
474	0.3168545193
475	0.3164902072
476	0.3162061225
477	0.3159711711
478	0.3157455444
479	0.3155390761
480	0.3153195869
481	0.3150986396
482	0.3148323907
483	0.3146007623
484	0.3143515015
485	0.3141562907
486	0.3137865533
487	0.3135938856
488	0.3133649021
489	0.3131504652
490	0.3129073419
491	0.3126610989
492	0.3122823419
493	0.3121110026
494	0.3119865587
495	0.3118751017
496	0.3115823025
497	0.3112436252
498	0.3109914483
499	0.3106704373
500	0.3104173448
501	0.3101207818
502	0.3099635145
503	0.3097081163
504	0.3095015462
505	0.3092505561
506	0.3090789795
507	0.3087286377
508	0.3085638767
509	0.3082926432
510	0.3080253771
511	0.3076724243
512	0.3075007799
513	0.3072838677
514	0.3069734022
515	0.3068148804
516	0.3066226535
517	0.3064386664
518	0.3062082926
519	0.3057289632
520	0.3054408773
521	0.3051814779
522	0.3048456828
523	0.3046528456
524	0.3045581394
525	0.3044219971
526	0.3041233317
527	0.3037085639
528	0.3035309516
529	0.3033672757
530	0.3032306586
531	0.3030625068
532	0.3028567505
533	0.3026065742
534	0.3024817573
535	0.3021622721
536	0.3020703125
537	0.3018551975
538	0.3016248237
539	0.3015176053
540	0.3011730957
541	0.3008450656
542	0.3006974962
543	0.3003368462
544	0.2999190267
545	0.2995193821
546	0.2993800524
547	0.2991991509
548	0.2990433757
549	0.2987165324
550	0.2983867052
551	0.2981600274
552	0.2979475911
553	0.297698466
554	0.2975625271
555	0.2972339545
556	0.2968364122
557	0.2966197035
558	0.2964255778
559	0.2962498983
560	0.2960949707
561	0.2958621555
562	0.2956729465
563	0.295538737
564	0.2953016493
565	0.2950718859
566	0.2948251004
567	0.2946682061
568	0.294368693
569	0.2942555067
570	0.2939919705
571	0.2937650214
572	0.2935386827
573	0.2933624946
574	0.29315979
575	0.2930073378
576	0.2927635362
577	0.2926681858
578	0.2924817912
579	0.2923099772
580	0.2919428847
581	0.291849094
582	0.2917159017
583	0.2915050591
584	0.2911075168
585	0.2907611084
586	0.2907214355
587	0.2905322944
588	0.2903238593
589	0.2901059638
590	0.2900375705
591	0.2898672824
592	0.2896007962
593	0.2891916233
594	0.289001397
595	0.2888849216
596	0.2886893717
597	0.2883036635
598	0.2880842082
599	0.2879375543
600	0.287840644
601	0.2877187771
602	0.2876234945
603	0.287425198
604	0.2871285333
605	0.2868133884
606	0.2865974935
607	0.2865279134
608	0.2863753255
609	0.2861566162
610	0.2859510295
611	0.2858229234
612	0.285673116
613	0.2855079142
614	0.2852423096
615	0.2850117323
616	0.2849275716
617	0.2847935655
618	0.2847416857
619	0.2845115831
620	0.2842118835
621	0.2841202799
622	0.2840187581
623	0.2838865492
624	0.2837914191
625	0.2836146884
626	0.2832881334
627	0.2831710307
628	0.2830426534
629	0.2827424961
630	0.2824997287
631	0.2824185859
632	0.2822282918
633	0.2819593811
634	0.2816755507
635	0.2815452745
636	0.281222958
637	0.2810536533
638	0.280958964
639	0.280606859
640	0.280346951
641	0.2800907559
642	0.2797244602
643	0.2794177924
644	0.2792254978
645	0.2790009732
646	0.278787384
647	0.2786012777
648	0.2783855523
649	0.278278673
650	0.2781400553
651	0.2778439501
652	0.2776820374
653	0.2773993937
654	0.2771627299
655	0.2768626234
656	0.2766519504
657	0.2764212884
658	0.2763049655
659	0.2760067749
660	0.2758160739
661	0.275719774
662	0.2754060533
663	0.2752390544
664	0.2750246853
665	0.2747983297
666	0.274581231
667	0.2743921577
668	0.2740330336
669	0.2739137607
670	0.2737563409
671	0.2734888373
672	0.2733211433
673	0.2730903456
674	0.2728851657
675	0.2727974108
676	0.2726552158
677	0.2725295681
678	0.2722922092
679	0.272108273
680	0.2718877157
681	0.271790958
682	0.2713956875
683	0.2712631056
684	0.2710358175
685	0.2708286201
686	0.2707165866
687	0.2704676988
688	0.2703686015
689	0.2701902262
690	0.269930403
691	0.2697037591
692	0.2696331787
693	0.2693324788
694	0.2690690952
695	0.2689785936
696	0.2687736172
697	0.2686410692
698	0.2684499105
699	0.2682485284
700	0.2679458788
701	0.2677148437
702	0.2674982368
703	0.2673582967
704	0.2671731228
705	0.2668957689
706	0.2667765978
707	0.2665614149
708	0.2664557224
709	0.266317766
710	0.2661537849
711	0.2659207153
712	0.265753106
713	0.2655515544
714	0.2653518338
715	0.2652055189
716	0.2648015001
717	0.2644479709
718	0.2643574354
719	0.2641064962
720	0.2638692559
721	0.2636419678
722	0.263529341
723	0.2632435099
724	0.2629595947
725	0.2628742981
726	0.2625498115
727	0.2624560886
728	0.2621189372
729	0.26185869
730	0.2617605591
731	0.261550293
732	0.2613889737
733	0.2611298625
734	0.2610012817
735	0.2607563273
736	0.2606823052
737	0.2605699836
738	0.2604045953
739	0.2602269151
740	0.2600149706
741	0.2598945109
742	0.2597351583
743	0.2595573595
744	0.2593693034
745	0.259226142
746	0.2589278158
747	0.2588458252
748	0.2585836453
749	0.258388638
750	0.2581788127
751	0.2580152893
752	0.2578781976
753	0.2576770359
754	0.2575055271
755	0.2573713006
756	0.2572555203
757	0.2571607463
758	0.2569002618
759	0.2567291599
760	0.2564938015
761	0.2562433031
762	0.2561586846
763	0.2559706624
764	0.2556698778
765	0.2555986532
766	0.2554961989
767	0.2552618578
768	0.2549657016
769	0.2548177253
770	0.2547368368
771	0.254555325
772	0.2544801161
773	0.2542622884
774	0.2541348097
775	0.2539820014
776	0.2538786146
777	0.2537538317
778	0.2535626729
779	0.2534043376
780	0.2531672838
781	0.2528902859
782	0.2527797614
783	0.2526539951
784	0.2526054213
785	0.2523092651
786	0.2521472507
787	0.2519440375
788	0.2517217
789	0.2515775214
790	0.2514513482
791	0.2512240601
792	0.2508677165
793	0.2505269708
794	0.2504833645
795	0.2503551229
796	0.2502422418
797	0.2499629042
798	0.2497777981
799	0.2496176826
800	0.249326511
801	0.2491361491
802	0.2490666368
803	0.248886261
804	0.2485956997
805	0.2483839925
806	0.2481778463
807	0.2478332859
808	0.2475061374
809	0.2472206455
810	0.2470268758
811	0.24685869
812	0.2467677985
813	0.2465855916
814	0.2464894952
815	0.2463675096
816	0.2462773302
817	0.2460421753
818	0.2459168159
819	0.2456495497
820	0.2453210958
821	0.2451709493
822	0.2449774509
823	0.2448929172
824	0.2447414313
825	0.2445528327
826	0.2444405958
827	0.2441856045
828	0.2441116503
829	0.2439744398
830	0.2438178847
831	0.2436945936
832	0.2435448032
833	0.2433948941
834	0.2432905748
835	0.2431944444
836	0.2430872938
837	0.2429822286
838	0.2426898532
839	0.2425897556
840	0.2425078837
841	0.2423276774
842	0.2422229343
843	0.2420572917
844	0.241877577
845	0.2418003167
846	0.2415725369
847	0.2413785468
848	0.2411664497
849	0.2410452949
850	0.2409416368
851	0.2408252123
852	0.2406485324
853	0.240483568
854	0.2402466838
855	0.2401037767
856	0.2399109226
857	0.2396307373
858	0.2394876099
859	0.2393780348
860	0.2391640896
861	0.2390401883
862	0.2387133111
863	0.2385924276
864	0.2382593791
865	0.2380693054
866	0.2377877129
867	0.2376699151
868	0.2375686306
869	0.2374293349
870	0.2373365275
871	0.2370409817
872	0.2368103875
873	0.2366092597
874	0.236461402
875	0.2363948907
876	0.236291843
877	0.2362139214
878	0.2359500292
879	0.2358024428
880	0.2357166206
881	0.2356084866
882	0.2354221429
883	0.2351978048
884	0.2351180691
885	0.2348273044
886	0.234653812
887	0.2345228577
888	0.2344161309
889	0.2342743937
890	0.2340941366
891	0.2337569004
892	0.2336331855
893	0.233545634
894	0.2334474352
895	0.2332697211
896	0.2332229784
897	0.2330860392
898	0.2330248684
899	0.2329145643
900	0.232677714
901	0.2325361464
902	0.2323364258
903	0.232188975
904	0.2319001092
905	0.2317912462
906	0.2316988458
907	0.2315857781
908	0.2313686456
909	0.2312492879
910	0.231035258
911	0.2307873196
912	0.2306066047
913	0.230448744
914	0.2301222399
915	0.2299962531
916	0.2298128933
917	0.2297450426
918	0.2295074632
919	0.2294816928
920	0.229236145
921	0.2290912204
922	0.2290194363
923	0.2288391961
924	0.2286966621
925	0.228521915
926	0.2284457737
927	0.2282400174
928	0.2281428528
929	0.2278000047
930	0.2275967068
931	0.2273472087
932	0.2272024536
933	0.2270659044
934	0.2269876777
935	0.2268713718
936	0.2266696845
937	0.2265837945
938	0.2263906013
939	0.226231469
940	0.2259558275
941	0.2257745361
942	0.2257233005
943	0.2256256273
944	0.2254856364
945	0.2254269748
946	0.2253991021
947	0.2253224013
948	0.2251865133
949	0.2250065104
950	0.224701182
951	0.2244217258
952	0.2241893175
953	0.2240878805
954	0.2238559299
955	0.2236800469
956	0.2235810852
957	0.2233670383
958	0.2230989922
959	0.2229576959
960	0.222790663
961	0.2225490316
962	0.2223406304
963	0.2222233751
964	0.2220834351
965	0.2220196872
966	0.2218902757
967	0.2217107137
968	0.2216336738
969	0.2215135023
970	0.2213510471
971	0.2210449558
972	0.2208420817
973	0.2207584635
974	0.2207330661
975	0.2204963175
976	0.2202146233
977	0.220055542
978	0.2198682319
979	0.2195973036
980	0.2193349202
981	0.2191415066
982	0.2190800307
983	0.2188900926
984	0.21883923
985	0.2186600749
986	0.2185593669
987	0.2184964667
988	0.2184016927
989	0.2183520338
990	0.2182409668
991	0.2179758369
992	0.2178001234
993	0.2177442763
994	0.2173793877
995	0.2172670322
996	0.2170960829
997	0.2169356791
998	0.2168342929
999	0.2165945435
